title,summary,installs,score,ratings,reviews,size,androidVersion,developer,genreId,icon,contentRating,containsAds,released,updated,version,similarApps,url
Online Courses + Certificate,"Choose from over 50,000 online courses and video tutorials. Learn now",100000.0,3.8214285,318.0,11.0,3.5M,4.0,JobboJ APP - job tools,EDUCATION,https://play-lh.googleusercontent.com/06Ow8WqfQ0fmwAXHyH8YSQBBHV9jsh78kXZIkabUSWM_C-H0el2dXoi6q9cp7yr2RGU,Everyone,True,"Jan 13, 2018",1605707322.0,5.0,"['com.gurucan.gurucan', 'org.edx.mobile', 'com.mobile.simplilearn', 'com.lectera', 'com.alison.mobile.flutter']",https://play.google.com/store/apps/details?id=com.jobboj.freeonlinecourses&hl=en&gl=us
Crash Course,Watch thousands of educational videos and review your learning!,100000.0,4.6039605,2384.0,198.0,55M,4.4,Complexly LLC,EDUCATION,https://play-lh.googleusercontent.com/FmMPAT4QdGT80VHcO0UhKOlcPKJ4w1RBmYYYO1urcfuWxhdVJYiHS7bf95V4YQkeeD8,Everyone,False,"Apr 30, 2020",1633356458.0,1.6,"['com.pluralsight', 'com.skillsoft.Percipio', 'org.edx.mobile', 'com.inthelab', 'org.coursera.android']",https://play.google.com/store/apps/details?id=com.complexly.thecrashcourse&hl=en&gl=us
Nutrition Course,"Nutrition course, study human nutrition.",50000.0,0.0,,0.0,3.5M,4.1,Susanapp,EDUCATION,https://play-lh.googleusercontent.com/4aJt_WJBXARSPV6GST5mZdDlYv16hvHpW8F_vGjvSvN4ud-Lp9eqvutJFaPy995DWsg,Everyone,True,"Aug 4, 2017",1585691059.0,72.0,"['com.medicalgroupsoft.medical.nutients12.free', 'co.healthium.nutrium', 'nutrimind.net.paginapaciente', 'com.platejoy.app', 'com.medicalgroupsoft.medical.nutients12.paid']",https://play.google.com/store/apps/details?id=com.susanapp.cursodenutricion&hl=en&gl=us
Learn Computer Course Offline Free,This app contains a computer basic course and an advanced course for a beginner.,50000.0,4.4,191.0,3.0,20M,4.1,skappstudio,EDUCATION,https://play-lh.googleusercontent.com/jQc9oagg580u7_A_66s2rbHh79u8KMVpKd2UN41S6eqfE5OeB5DmICd_lfNp3jfrAOfY,Everyone,True,"Mar 17, 2021",1629095879.0,1.4,"['com.codepoint.computerProgramming', 'com.manjuapps.fullexcelcoursenew', 'cn.computernetworks.networks.networking.learn.toplogy.lan.wan', 'akb.foc.com', 'techmasterplus.computerawarenessmcq']",https://play.google.com/store/apps/details?id=com.skappstudio.learncomputercourse&hl=en&gl=us
Lurningo - Education App,Lurningo –>> Education – Employability - Employment,50000.0,0.0,,0.0,128M,5.0,TeamLease EdTech Ltd.,EDUCATION,https://play-lh.googleusercontent.com/4P9uuxzk9vMTVrKyC0FESvvCyj_LD1XngDbC1s4iWR4FsbJE5i_8tnBdGb-rnFTpMCo,Everyone,False,"May 31, 2016",1647242135.0,8.1.09,"['com.skillsoft.learn.android', 'com.emeritus.mobile', 'com.degreed.android', 'com.skillsoft.Percipio', 'com.edcast']",https://play.google.com/store/apps/details?id=com.lurningo.android&hl=en&gl=us
Smaterr Learning App,Smaterr e -Learning app,50000.0,3.3636363,1640.0,18.0,29M,5.0,Smaterr,EDUCATION,https://play-lh.googleusercontent.com/pjHiU3DCwJq_rWgY2YCFmo1ojbIUuBY4bovXTwZE6iphX9m2dS5iEyXWUci3-L6LlwO1,Everyone,False,"May 13, 2019",1650992915.0,2.3.0,"['com.trmapps.how_to_learn_faster_and_remember_more', 'earlylearn.kidslearningworld', 'com.bbest.englishgrammarapp', 'spelling.skynetcomputing.com.au.spelling', 'effortlessmath.commoncore8th']",https://play.google.com/store/apps/details?id=com.maxconnect.smaterr&hl=en&gl=us
Converge Study Abroad,Social Engagement Platform for Study Abroad Aspirants,50000.0,4.3076925,1944.0,9.0,64M,6.0,Converge Edutech Private Limited,EDUCATION,https://play-lh.googleusercontent.com/4j2XUzYCvWvEHTSQHLo1WjGjCUOfERgKcbMHV_5HqA_euQ5Wx3-zp1E99P6dhIoyFc8,Everyone,False,"Oct 1, 2020",1647513329.0,2.15,"['com.emeritus.mobile', 'com.mobile.simplilearn', 'com.instapreps', 'com.app.unicaf', 'com.OpenLearningClient']",https://play.google.com/store/apps/details?id=com.converge.converge&hl=en&gl=us
Cerego,"You learn, Cerego remembers -- give it a shot, and advance the way you study.",50000.0,4.23,479.0,80.0,22M,5.0,Cerego Inc.,EDUCATION,https://play-lh.googleusercontent.com/KD7pjJL4yzDqhZ13w2-_gvO5REQEkjeuiVeBU8uMmpUVAewo45FH6NO56xsPDuEFzA,Everyone,False,"Mar 1, 2016",1652216419.0,7.9,"['air.com.yudu.ReaderAIR4697674', 'com.nounshoun.app', 'com.ef.mentorapp.sounds', 'com.optilingo_app', 'uk.co.disciplemedia.homeschool']",https://play.google.com/store/apps/details?id=com.cerego.cerego&hl=en&gl=us
Roducate - Great Learning App,Curriculum-Based Education - Learn And Pass Exams; With Games And Prizes.,50000.0,4.111111,258.0,7.0,3.5M,5.1,Robert and John Limited,EDUCATION,https://play-lh.googleusercontent.com/fibWvOvlnEk94ecX9TQtwEkn1iAVkK1TeNqS6Wfn3z087UWTp0l11x9-tg8Yt-Gs05Cs,Everyone,False,"May 13, 2014",1623022798.0,3.0.7,"['com.mathtutordvd.mathtutor.mathtutor', 'com.tlmghana.graidup', 'com.english.vivoapp.grammar.grammaren', 'com.holucent.math', 'com.geniebook.android']",https://play.google.com/store/apps/details?id=com.educ.roducate&hl=en&gl=us
ROOTs Edu,"Learning App for SSC, HSC, Admission Students",50000.0,4.116279,2047.0,23.0,163M,5.0,ROOTs IT,EDUCATION,https://play-lh.googleusercontent.com/vOnJe5MIPsFlWPeeDvRtIPFSc3ZtNAr2-VIDlDwsHyW0jDOuy8ZcxMsB8nLfcYJ7Fmk,Everyone,False,"Aug 11, 2020",1651135196.0,2.10.15,"['com.oneous.bangladict', 'com.mobtop.android.bangla', 'com.qanda.learnroom', 'com.myanlearn_for_students', 'com.rove.rovepapers']",https://play.google.com/store/apps/details?id=com.roots.edulive&hl=en&gl=us
Emerging Study - Learn Online,"This is an eLearning app aimed to offer SSC, HSC exam preparation and model test",50000.0,5.0,790.0,6.0,75M,6.0,Emerging Study,EDUCATION,https://play-lh.googleusercontent.com/YMpPbUm-_qBeEBR5EX9M0XxFNh2MyygE8psKfywp2xjBcp_Lja-ogdK4WTbSjVfvZUg,Everyone,True,"Apr 27, 2021",1642676755.0,2.6.11,['com.mobtop.android.bangla'],https://play.google.com/store/apps/details?id=com.emergingit.emergingstudy&hl=en&gl=us
Saylor Academy,Learn on the go with Saylor Academy!,50000.0,4.5,232.0,8.0,16M,4.4,Saylor Academy,EDUCATION,https://play-lh.googleusercontent.com/U3DHuuJ2ZQVOZaFv8QiGzzU2Av_Sd3Gf9xD7ZNBOtMaL6XVLNzX2eVFyqd6E5DB1zA,Everyone,False,"Dec 20, 2019",1599229732.0,3.9.2,"['com.teachco.TGCviewer', 'com.mobile.simplilearn', 'com.alison.mobile.flutter', 'com.emeritus.mobile', 'com.OpenLearningClient']",https://play.google.com/store/apps/details?id=com.moodle.saylor&hl=en&gl=us
WiseeClass,WiseeClass is a platform for conducting online teaching,10000.0,0.0,,0.0,238M,5.0,SparkIT Techno Solutions Pvt Ltd,EDUCATION,https://play-lh.googleusercontent.com/EqnY-aQtjNER-0Pa-91GAhW9QYfrzPBxCGWRwdxnGpQ9TNoB4qOoMOgY0e9rBzQX14bf,Everyone,False,"May 11, 2021",1649452836.0,1.1.28,,https://play.google.com/store/apps/details?id=com.wise.eclass&hl=en&gl=us
Ghoori Learning-Online Courses,Explore different skill development courses & Learn to grow your skills!,10000.0,4.25,456.0,7.0,5.2M,5.0,Dotlines,EDUCATION,https://play-lh.googleusercontent.com/zaPKlHINjt7-ZXGLiTx_ZBVZtM4bw7CPh6wPDQe6fO_WM2IPOYVbXkUPNqFudiGymQ,Everyone,False,"Jan 3, 2022",1647180873.0,1.3.1,"['com.instapreps', 'com.britishcouncil.ieltsprep', 'com.mobtop.android.bangla', 'com.oneous.bangladict', 'com.emeritus.mobile']",https://play.google.com/store/apps/details?id=com.ghoorilearning&hl=en&gl=us
mKiddo — Kids Learning App,"A to Z for kids’ learning — Interactive learning, letters, numbers and more",10000.0,0.0,,0.0,28M,5.0,MoMagic Bangladesh Limited,EDUCATION,https://play-lh.googleusercontent.com/8eM36NcAwtZJQbi70RhfQXTRb7VwVlW4xl6DFjT81DyR_OwQrjNydAoTtLT3y6XioKef,Everyone,False,"Apr 20, 2020",1651294853.0,2.6.0,"['com.whizkidzmedia.youhuu', 'com.tlmghana.graidup', 'com.urva.englishkidsapp', 'air.mobi.ka.platform.gp.cont1.free', 'earlylearn.kidslearningworld']",https://play.google.com/store/apps/details?id=com.momagic.mkiddo&hl=en&gl=us
Course with certificate online,Online Courses with certificate | Udemy Coupons | Play Quizzes,10000.0,4.25,694.0,13.0,11M,4.4,Suman Mondal,EDUCATION,https://play-lh.googleusercontent.com/bIRk2hVH9lqT-OAXKSvq8g2Vm8jYwouGghe2auPtOaZm29lHlMlsDWTKpjM0GFOfSLQ,Everyone,True,"Feb 17, 2021",1640158200.0,2.2,"['com.alison.mobile.flutter', 'com.mobile.simplilearn', 'com.OpenLearningClient', 'com.udemy.android.ufg', 'com.teachco.TGCviewer']",https://play.google.com/store/apps/details?id=com.myEdcoupon.freecourses&hl=en&gl=us
TeacherTube Educational Videos,"A community for sharing media content for teachers, schools, and home learners.",10000.0,3.7741935,71.0,17.0,1.0M,2.3.3,Salem Media Group,EDUCATION,https://play-lh.googleusercontent.com/J5RA7qLu4TDXgwR3EZ_gGLO8ivejf7cr3JsIjtlK9ZWmUzlTIrzzIz67aNhjPdwao7UG,Everyone,True,"Jun 5, 2015",1433491582.0,1.0,"['com.adambellard.timeguru', 'com.publicmediaapps.brpbs', 'com.teleprompter', 'com.knowingmore.android', 'com.transfinder.stopfinder']",https://play.google.com/store/apps/details?id=com.teachertube.webviewapp&hl=en&gl=us
BacBon School,BacBon School is one of the biggest online educational platforms in Bangladesh.,10000.0,4.6,425.0,3.0,61M,5.0,BacBon Ltd.,EDUCATION,https://play-lh.googleusercontent.com/klLIbgn-AZz0BmGFsdadPItXwzeds6AYs7_B360b4h-_NC40p5Cl0U0kgSJcvlh0hXab,Everyone,False,"Aug 5, 2019",1648702275.0,1.5.31,"['com.oneous.bangladict', 'com.mobtop.android.bangla', 'com.coursicle.coursicle']",https://play.google.com/store/apps/details?id=com.bacbonltd.bacbonschool&hl=en&gl=us
Richmond Learning Platform,Richmond LP,10000.0,0.0,,0.0,40M,6.0,"Grupo Santillana Educación Global, S.L.",EDUCATION,https://play-lh.googleusercontent.com/IztNO824M3RHt-00NY6AzJKGHZ0BJT_q1S-ccXazzn1pqUKj9rQZCK9d1w707FnlvQ,Everyone,False,"Nov 7, 2019",1640161248.0,34.0.5,"['com.innovamat.bmath', 'com.innovamat.innovamat', 'com.brainpop.brainpopeslandroid', 'com.StoreUnlimit.ReaderPro', 'com.santillana.pupitre']",https://play.google.com/store/apps/details?id=com.avallain.richmond.rlp&hl=en&gl=us
ABC Academy BD,One of the best education app in Bangladesh named ABC Academy BD.,10000.0,5.0,116.0,3.0,4.7M,6.0,Real Time Solution,EDUCATION,https://play-lh.googleusercontent.com/hm8VZUvqGlrr1KAXqo7H-RiHj8gxP5NBmRDa2lssji4kAkmcUUQJqdkzk6DUioR1kAM,Everyone,False,"Jul 27, 2021",1637527753.0,2.2.1,['com.hltcorp.aswb.masteryux'],https://play.google.com/store/apps/details?id=com.abcacademybd.onlinelearning&hl=en&gl=us
Learn Smart Classroom,Pakistan’s leading K-12 digital learning solution for schools,10000.0,0.0,,0.0,8.8M,5.1,Knowledge Platform,EDUCATION,https://play-lh.googleusercontent.com/3sRcNh3h0Ucn4ev9k9VtqXI2wCriJ3Lobsn9Fzy6uZ8C9RpxACjLSZH8YFHkk7Rizi0,Everyone,False,"Jun 1, 2020",1610354024.0,1.5.2,"['com.splashtop.classroom', 'com.teacherkit.app', 'com.tabnova.classroomapp', 'com.bodhiaiteacherflutter.in', 'com.classtag']",https://play.google.com/store/apps/details?id=com.knowledgeplatform.lsc&hl=en&gl=us
Teams By Lurningo,Teams By Lurningo is the corporate learning platform from Schoolguru.,10000.0,2.3333333,1256.0,2.0,128M,5.0,TeamLease EdTech Ltd.,EDUCATION,https://play-lh.googleusercontent.com/0ujRJ6EMknM1clq8dBy49bDTcMV2wVEytQ1HWTjVo4-zJyeZB-ghczObqbu4x2spiLY,Everyone,False,"Feb 20, 2020",1646399399.0,3.1.09,"['com.swivl.android', 'uk.co.insite.team', 'com.teqneers.myteam', 'com.teamapp.teamapp', 'com.theteamplans']",https://play.google.com/store/apps/details?id=com.lurningo.teamsbylurningo&hl=en&gl=us
"Lectera — online education, online courses",Learn and earn: get the required competencies and skills with Lectera courses!,5000.0,0.0,,0.0,6.4M,5.0,Lectera,EDUCATION,https://play-lh.googleusercontent.com/zUUzHrnPaUz-CN5sU8rX10VregdrqyZMrJVUGS2Aiyxo26CMdoMO3pWZSE-PWBgMYA,Everyone,False,"Nov 12, 2020",1648653104.0,2.5.0,"['com.gurucan.gurucan', 'face.anyclass', 'org.stepic.droid', 'app.eduko', 'com.ispring.islearn']",https://play.google.com/store/apps/details?id=com.lectera&hl=en&gl=us
WinjiGo StudentKit,WinjiGo StudentKit is an app that allows students to manage their courses,5000.0,0.0,,0.0,47M,4.2,ITWorx Education,EDUCATION,https://play-lh.googleusercontent.com/SMZ3k1ATbm0uvLlw1Pi6ZW26gMpn1dhIVFQ0t86iGEgtbtWkHEI4fYbc5J9pj1Kcae8,Everyone,False,"Apr 27, 2017",1646737429.0,2.27.0,"['com.toptekkers.toptekkers', 'com.badr.english2021']",https://play.google.com/store/apps/details?id=com.itworx.winjigostudent&hl=en&gl=us
Courstube: Courses to learn,Thousands of courses available to everyone. Programming private classes,5000.0,4.714286,262.0,6.0,8.0M,5.0,Crazy Ideas,EDUCATION,https://play-lh.googleusercontent.com/ue9kgxfeT2HMzdNWXQvsyQ77L_VIalNJaEcW_z2Yi9jenFfqpbBr1BBPvixxWgP8jDc,Everyone,True,"Apr 10, 2021",1650957119.0,1.0.1.4.3.9,"['com.crehana.android', 'com.platzi.platzi', 'com.institutofuentes.android.guiaunamvg', 'com.gymglish.a9mobile', 'io.educup.matefacil']",https://play.google.com/store/apps/details?id=com.courstube&hl=en&gl=us
Prottoy - Visual Learning App,An Ed-Tech platform aiming to provide a world-class learning environment.,5000.0,0.0,,0.0,55M,5.0,Prottoy Edtech,EDUCATION,https://play-lh.googleusercontent.com/pWFO1IzPv_G9-NE336e-sdpqcpk7L1bmRpLYOZeM9F0nQCLH_LKdI_ln-mhEliYFbQ,Everyone,False,"Feb 21, 2021",1647431463.0,1.1.8,['com.becker.cpa2017'],https://play.google.com/store/apps/details?id=bd.com.prottoy&hl=en&gl=us
Digital Coach - IBA DU,The data driven IBA DU preparation app built with data of past 2 years' toppers.,5000.0,4.714286,234.0,8.0,45M,5.0,Thrive EdTech,EDUCATION,https://play-lh.googleusercontent.com/yZNBRLTCUzokHlpYrx80yfm_1zXWYtw7BUBsNRtsUhdJ3P1yOoUBhYlSqeYrzW2FRg,Everyone,False,"Jan 26, 2022",1652175783.0,1.24.0,"['tr.edu.ciu.ciumobile', 'com.ultramegatech.ey', 'com.britishcouncil.myclass', 'school.mero.lms', 'idealapplications.idealphysics']",https://play.google.com/store/apps/details?id=com.thriveedtech.digitalcoach&hl=en&gl=us
EdTech Worx,Pakistan's First Digital Interactive Platform.,5000.0,0.0,,0.0,22M,4.1,EdTech Worx,EDUCATION,https://play-lh.googleusercontent.com/9_ZI_SYU-odu5L-8yDn-OsqeZVcZ_K3H7uMdYIi5bzXi2u-V9pdJ-ZIe-Asnm3WFR9U,Everyone,False,"May 27, 2019",1593379728.0,1.0.29,"['it.positec.landroid', 'com.scotts.lawnapp', 'com.holte.timev2', 'de.farmnet365.active', 'de.consoft.oventrop.ovapp']",https://play.google.com/store/apps/details?id=com.edtechworxapp&hl=en&gl=us
Free Online Courses,Free Online Courses is an app which notifies users daily free courses,1000.0,0.0,,0.0,6.3M,5.0,RedTECH,EDUCATION,https://play-lh.googleusercontent.com/tc2yh9ik4pOOWBZEWVmmIzRQpb91rm2Qlo_23BtjzdVHm5bngUs9_gD6lPBMGxXyIwo,Everyone,True,"Feb 9, 2020",1581241364.0,1.0.0,"['com.teachco.TGCviewer', 'com.gurucan.gurucan', 'com.skillsoft.learn.android', 'com.coorpacademy.app', 'com.elitestrategictraining.courses']",https://play.google.com/store/apps/details?id=com.courses.redtechtut&hl=en&gl=us
Dr course (student),تطبيق د.كورس,1000.0,0.0,,0.0,58M,6.0,Devo tech,EDUCATION,https://play-lh.googleusercontent.com/e7DGV_MfpTH-OAJo4RSXPHS52qUOptFuslNDW0da62_2jojVbZO9GPwkkNlxrj6nLg,Everyone,True,"Aug 28, 2021",1651358380.0,1.4.40,"['de.Yass.X_ArabicMusnad', 'com.pronunciatorllc.bluebird.arabicalgerian', 'com.code.jupiter.learnjavascriptpro', 'com.fieldlevel', 'de.Yass.X_Araber']",https://play.google.com/store/apps/details?id=com.dr_course&hl=en&gl=us
Edutechs,Personal Edtech AI Assistant,500.0,0.0,,0.0,82M,5.0,M. Ekram,EDUCATION,https://play-lh.googleusercontent.com/aI5BjESHq5aF-vgIJhAXdpbrMBrAs4LjitLC8g4Rnu3v0ZekazS_XSit168-jwXlj5w,Everyone,False,"Oct 21, 2020",1651858887.0,44.9,"['com.zenkit.zenkit', 'com.mergemobile.fastfield', 'io.siteplan.sytex', 'com.zerion.apps.iform.main', 'com.mobimate.cwttogo']",https://play.google.com/store/apps/details?id=com.openvidu_react_native&hl=en&gl=us
Bluelogic EdTech ERP,Online Web-Portal for Schools,500.0,0.0,,0.0,4.7M,5.1,Bluelogic solution,EDUCATION,https://play-lh.googleusercontent.com/YYOrV811_5gqfCNAAczvGbeAVdi6dsiH0c9NfKij-tEVAr2TGQvUG7pku_7G9x-Iww,Everyone,False,"Jun 6, 2020",1636527704.0,1.3.445,"['com.bebyaz.examreader', 'com.ubihrm.ubihrm']",https://play.google.com/store/apps/details?id=com.bluelogic.bluelogicg&hl=en&gl=us
EdTech,You can use this app for study material Notes and more educational purposes.,500.0,0.0,,0.0,5.7M,6.0,DELLHOAK,EDUCATION,https://play-lh.googleusercontent.com/3hPKZzEFWWuQpAKE6cvv6DBALbcf0zBB2-Rj-aSdQFGiUXvN2wRZFiFt58CoNDJSCVg,Everyone,False,"May 20, 2021",1621530534.0,1.0,"['com.kharty.kharty', 'com.hosam.my_courses', 'studyhabitsnutritiontipsabitudinitanulmanyszokasok.cincotd4pza2mcw68gof42svi.yu5fl', 'com.ark_software.mathgen', 'com.trmapps.how_to_learn_faster_and_remember_more']",https://play.google.com/store/apps/details?id=com.dellhoak.edtech&hl=en&gl=us
EdTech Middle East,Technology is changing the face of education all over the world.,5.0,0.0,,0.0,11M,4.2,Moftah Publishing,EDUCATION,https://play-lh.googleusercontent.com/_8s3ICY2Si2-YKtdp05Uon6K-6e270MeNKJml1I6vkimK8mFpiv-zCfjmLgfA6hsWJUA,Everyone,True,"Dec 19, 2019",1576788351.0,2.5.1,"['com.olyappunited', 'com.emeritus.mobile', 'com.americasarmy.app.careernavigator', 'com.armynoncomtools.leadersbook', 'com.himumsaiddad.armyfit']",https://play.google.com/store/apps/details?id=com.edtechme.presspadnews&hl=en&gl=us
